Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,1759.4501,1773.00,1749.70,1766.4999,10753000,149.8476
2013-12-30,1780.80,1788.70,1755.0999,1764.6001,10861500,149.6864
2013-12-27,1755.00,1781.40,1755.00,1770.0999,10695500,150.153
2013-12-26,1753.00,1771.70,1747.00,1753.45,16332100,148.7406
2013-12-25,1759.25,1759.25,1759.25,1759.25,000,149.2326
2013-12-24,1759.1499,1772.00,1752.00,1759.25,13339300,149.2326
2013-12-23,1745.00,1772.80,1745.00,1758.45,13320000,149.1648
2013-12-20,1725.00,1758.00,1720.05,1751.20,15023600,148.5497
2013-12-19,1772.30,1778.40,1712.50,1731.05,18373200,146.8405
2013-12-18,1715.00,1778.90,1715.00,1763.40,23581200,149.5846
2013-12-17,1750.20,1755.00,1712.65,1718.30,17632700,145.7589
2013-12-16,1730.0999,1761.90,1727.35,1732.1001,13021300,146.9296
2013-12-13,1758.00,1770.00,1740.0999,1743.60,16462200,147.9051
2013-12-12,1790.00,1798.00,1771.55,1777.00,15817300,150.7383
2013-12-11,1840.00,1842.95,1781.4999,1796.55,20710400,152.3967
2013-12-10,1894.7501,1898.60,1836.30,1843.30,18864200,156.3624
2013-12-09,1911.0001,1923.9999,1885.05,1890.8501,18775000,160.3959
2013-12-06,1852.00,1867.1001,1845.05,1859.55,14500600,157.7408
2013-12-05,1860.00,1882.65,1846.20,1855.95,23662400,157.4354
2013-12-04,1807.00,1834.7501,1797.00,1817.35,15426900,154.1611
2013-12-03,1814.95,1829.80,1805.2499,1813.5001,14806900,153.8345
2013-12-02,1827.00,1853.5001,1812.4001,1822.15,17459700,154.5683
2013-11-29,1761.0001,1827.00,1761.0001,1819.4501,23401800,154.3392
2013-11-28,1777.00,1790.65,1760.75,1763.60,18432400,149.6016
2013-11-27,1786.0001,1798.70,1756.90,1763.70,13691000,149.6101
2013-11-26,1800.00,1819.50,1781.0001,1785.2499,16048600,151.4381
2013-11-25,1741.4999,1811.60,1740.05,1806.6499,22735900,153.2534
2013-11-22,1767.5999,1780.90,1735.00,1737.95,17754400,147.4258
2013-11-21,1782.45,1788.60,1755.00,1762.95,23675900,149.5465
2013-11-20,1818.9999,1834.70,1782.00,1795.7001,23355500,152.3246
2013-11-19,1763.9999,1830.00,1763.00,1823.40,28702800,154.6743
2013-11-18,1745.35,1770.00,1732.1001,1767.5999,18948600,149.9409
2013-11-15,1723.10,1723.10,1723.10,1723.10,000,146.1661
2013-11-14,1723.0499,1740.8501,1705.7001,1723.10,18331400,146.1661
2013-11-13,1658.10,1737.30,1652.65,1697.05,60408100,143.9563
2013-11-12,1704.85,1717.00,1668.9999,1672.95,24334200,141.912
2013-11-11,1729.70,1752.95,1695.2499,1704.35,18516000,144.5756
2013-11-08,1748.9999,1768.00,1730.00,1744.2999,17637100,147.9644
2013-11-07,1810.80,1828.00,1747.00,1752.5999,31283700,148.6685
2013-11-06,1862.00,1885.35,1803.9999,1809.55,23159300,153.4994
2013-11-05,1872.30,1907.8999,1840.20,1875.95,21888800,159.132
2013-11-04,1878.9999,1878.9999,1878.9999,1878.9999,000,159.3907
2013-11-01,1793.00,1890.00,1789.2999,1878.9999,34197700,159.3907
2013-10-31,1717.95,1803.40,1705.7001,1796.75,33459500,152.4136
2013-10-30,1748.0499,1758.5001,1714.7501,1721.05,14466400,145.9922
2013-10-29,1671.0001,1745.00,1645.60,1740.45,30146000,147.6379
2013-10-28,1725.00,1738.90,1671.40,1675.3999,13060000,142.1198
2013-10-25,1715.00,1739.70,1700.00,1720.95,14223100,145.9837
2013-10-24,1718.00,1744.9001,1707.65,1718.30,21267900,145.7589
2013-10-23,1692.00,1734.9001,1685.00,1716.55,32879400,145.6105
2013-10-22,1670.00,1691.90,1660.00,1675.2499,13665300,142.1071
2013-10-21,1667.1001,1695.00,1662.00,1671.55,14555200,141.7932
2013-10-18,1628.9999,1671.90,1627.00,1664.6001,16838000,141.2037
2013-10-17,1625.65,1634.80,1600.00,1621.30,19848600,137.5307
2013-10-16,1622.80,1622.80,1622.80,1622.80,000,137.6579
