Date,Open,High,Low,Close,Volume,Adj Close
2/23/2012,208.85,210.1,205.65,208.6,10898700,198.05
2/22/2012,207,209.4,206.1,208.55,8611000,198
2/21/2012,205.45,208.7,205.45,207.4,10273700,196.91
2/20/2012,205.45,205.45,205.45,205.45,0,195.06
2/17/2012,204.15,205.9,203.1,205.45,11001500,195.06
2/16/2012,203.5,204.6,202.1,203.95,9189400,193.63
2/15/2012,203.1,204,202.1,203.15,10361100,192.87
2/14/2012,202.6,203.7,202,202.55,4253900,192.3
2/13/2012,203.8,204.75,202.15,202.8,4725600,192.54
2/10/2012,203.85,204.8,202,203.8,6842800,193.49
2/9/2012,203.55,204.9,202,203.9,5069900,193.59
2/8/2012,205.95,207.45,202,204.45,7568900,194.11
2/7/2012,204.4,205.9,202.1,205.55,8022500,195.15
2/6/2012,202,202.9,200.25,202.4,7062300,192.16
2/3/2012,199,201.25,197,200.65,8618200,190.5
2/2/2012,202.05,202.25,198.4,199.05,7334800,188.98
2/1/2012,203.35,203.4,200.3,201.6,5807800,191.4
1/31/2012,202.9,204.8,201.3,203.95,7740500,193.63
1/30/2012,202,203.65,199.65,200.85,8274900,190.69
1/27/2012,207.5,207.5,199.7,201.8,10222200,191.59
1/26/2012,206.05,206.05,206.05,206.05,0,195.63
1/25/2012,206.5,207,204.75,206.05,6942800,195.63
1/24/2012,205.1,207.25,204.2,205.95,6226300,195.53
1/23/2012,201.65,205,198.4,204.6,8841800,194.25
1/20/2012,209.95,211.3,199.8,201.3,17214400,191.12
1/19/2012,210.35,211,208.25,209.2,6212800,198.62
1/18/2012,207.35,210.7,207,209.8,6663700,199.19
1/17/2012,209,210.2,206.8,208.4,6819900,197.86
1/16/2012,206.85,209.7,206.5,209.1,6266100,198.52
1/13/2012,204.9,207.7,204.3,207.05,7659600,196.58
1/12/2012,203,205.4,202.75,204.95,4928400,194.58
1/11/2012,205.15,205.6,202.5,203.3,5409300,193.02
1/10/2012,202.2,205.75,202.2,205.15,3608200,194.77
1/9/2012,201.65,202.3,199.7,202,4938800,191.78
1/6/2012,199.05,203.1,198.35,202.1,5858800,191.88
1/5/2012,199.05,200,197.6,199.8,7576300,189.69
1/4/2012,201.5,201.7,198.5,199.55,7916700,189.46
1/3/2012,199.85,201.55,199.3,200.35,4043700,190.22
1/2/2012,201.85,201.85,197.9,198.65,1907200,188.6
12/30/2011,200.65,203,200.25,201.3,2311600,191.12
12/29/2011,201.25,203.4,200,200.7,6464100,190.55
12/28/2011,205.6,205.7,201.5,202.05,3133000,191.83
12/27/2011,204.9,206,202.3,205.05,4659200,194.68
12/26/2011,203.4,205.85,202.8,204.95,3847500,194.58
12/23/2011,204.4,205,202.25,204,5517700,193.68
12/22/2011,200.9,204,200.5,203.75,6294500,193.44
12/21/2011,201.3,202.95,199.55,202.25,6973900,192.02
12/20/2011,199,200.75,198.15,199.4,8652500,189.31
12/19/2011,194.7,198,192.3,197.5,7277500,187.51
12/16/2011,199.05,203.35,194,195.8,6701600,185.9
12/15/2011,199,201.5,197.45,199.6,9704100,189.5
12/14/2011,197.35,201.5,197,199.85,10786300,189.74
12/13/2011,195.5,198,195.05,197.35,4924900,187.37
12/12/2011,198.85,199.35,194.8,196,6771500,186.09
12/9/2011,197.1,198.6,194.7,197.15,5583300,187.18
12/8/2011,204.95,206.2,197.5,199,6767500,188.93
12/7/2011,205,208,203.55,204.95,7551600,194.58
12/6/2011,204.15,204.15,204.15,204.15,0,193.82
12/5/2011,206,207.6,202.65,204.15,3883100,193.82
12/2/2011,203.55,207,202.5,206.5,4895900,196.06
12/1/2011,204,205.9,203.2,203.65,6568400,193.35
11/30/2011,197.05,201.5,196.35,200.7,10228000,190.55
11/29/2011,197.5,198.4,195.5,197.9,6359500,187.89
11/28/2011,194.95,198.75,193.15,196.45,4584300,186.51
11/25/2011,191.8,193.4,191.4,192.25,5310300,182.53
11/24/2011,193.45,195.9,189.65,192.3,10922100,182.57
11/23/2011,196.2,196.2,189.3,193.3,8951100,183.52
11/22/2011,202.35,202.65,195.2,196.2,9206700,186.28
11/21/2011,200.65,202.2,198.1,199.45,9639600,189.36
11/18/2011,206.25,207.4,200.1,201.8,8037300,191.59
11/17/2011,212.25,212.25,206.1,207.75,5493800,197.24
11/16/2011,210,213.9,208.25,212.6,5681300,201.85
11/15/2011,210.8,213.65,209.75,210.65,5177900,200
11/14/2011,213.35,215.3,210.65,211.5,4980900,200.8
11/11/2011,211.6,215,210.35,212.65,7112800,201.89
11/9/2011,210.65,214.5,210,212,7397400,201.28
11/8/2011,210.1,212.1,208.5,210.8,4773100,200.14
11/4/2011,211.25,211.75,209.8,210.35,4755500,199.71
11/3/2011,208.35,210.8,208,210.2,4285100,199.57
11/2/2011,208,210.9,207.5,209.35,5064300,198.76
11/1/2011,211.5,212.5,207.7,208.3,10632800,197.76
10/31/2011,215.35,215.5,211.8,213.15,6628200,202.37
10/28/2011,214.7,216.2,212.9,215.5,12172400,204.6
10/26/2011,212,213.2,210.85,212.2,1680800,201.47
10/25/2011,207.9,213,206,211.05,11489500,200.38
10/24/2011,204,208,204,206.95,9255200,196.48
10/21/2011,205.75,206.65,203.35,204,5739300,193.68
10/20/2011,205.75,206.5,204.15,205.05,5179600,194.68
10/19/2011,205.2,207.75,203.8,207.1,4596400,196.62
10/18/2011,204.35,205.8,203.1,204.25,2837900,193.92
10/17/2011,204.65,206.2,203.5,205.75,4572000,195.34
10/14/2011,201.35,205.9,201.35,205.2,5726500,194.82
10/13/2011,202.5,205.4,201.05,201.9,4071500,191.69
10/12/2011,200,204.5,199.6,204,6456400,193.68
10/11/2011,201.5,202.4,199.15,199.55,5038500,189.46
10/10/2011,198,201.4,197.55,200.1,6958400,189.98
10/7/2011,197.75,200.25,194,199.15,22819400,189.08
10/5/2011,192.1,197.4,192.1,194.1,12678400,184.28
10/4/2011,193.75,195.2,188.6,191.65,12250200,181.96
10/3/2011,195.3,197.1,193.35,194.35,5126800,184.52
9/30/2011,202,202,197.15,198,6871700,187.99
9/29/2011,195.75,202.95,195.75,202.25,12124600,192.02
9/28/2011,193.9,197.5,192.75,197.1,13051300,187.13
9/27/2011,190,193.95,189.75,193.45,6300200,183.67
9/26/2011,192.9,192.9,185,188.5,6475100,178.97
9/23/2011,190.1,194.4,189.05,191.65,8347200,181.96
9/22/2011,196.35,196.8,190.05,190.95,7567900,181.29
9/21/2011,198.95,199.65,196.55,197.6,2925800,187.61
9/20/2011,195.8,199.2,195.2,198.5,5466000,188.46
9/19/2011,198,198.2,194.85,195.35,4952900,185.47
9/16/2011,200,200.85,197.35,197.95,8977300,187.94
