Date,Open,High,Low,Close,Volume,Adj Close
2012-05-18,104.80,108.25,102.00,107.70,2400400,50.664
2012-05-17,107.40,108.90,103.00,105.90,4327500,49.817
2012-05-16,105.00,108.40,102.00,106.35,3033600,50.029
2012-05-15,103.00,107.05,101.60,106.10,2113000,49.911
2012-05-14,113.00,113.00,100.50,102.65,1728100,48.288
2012-05-11,113.20,113.20,108.30,109.40,2579300,51.463
2012-05-10,116.80,117.75,112.70,113.90,2848800,53.58
2012-05-09,120.85,123.95,115.80,116.70,3558800,54.897
2012-05-08,126.50,126.50,121.50,123.75,1849100,58.214
2012-05-07,120.10,126.00,115.35,125.70,2865600,59.131
2012-05-04,120.50,124.40,119.90,120.60,1934400,56.732
2012-05-03,128.40,128.85,123.75,124.50,2423300,58.567
2012-05-02,133.80,134.30,128.00,128.70,1936600,60.542
2012-05-01,131.60,131.60,131.60,131.60,000,61.907
2012-04-30,132.35,133.40,127.25,130.75,1708900,61.507
2012-04-27,126.05,129.05,124.15,127.15,3054400,59.813
2012-04-26,128.95,130.25,124.55,126.05,1988600,59.296
2012-04-25,129.85,131.10,125.25,127.15,1727200,59.813
2012-04-24,129.75,132.35,128.15,129.35,2862700,60.848
2012-04-23,134.00,141.40,126.20,128.20,7144400,60.307
2012-04-20,132.35,134.95,131.55,133.50,2189300,62.80
2012-04-19,130.50,134.50,129.25,133.20,3093800,62.659
2012-04-18,129.50,132.65,127.15,130.50,3583800,61.389
2012-04-17,127.60,130.25,126.10,128.90,6127000,60.637
2012-04-16,116.40,127.20,115.55,126.40,10991900,59.461
2012-04-13,116.05,117.95,115.20,116.55,2123600,54.827
2012-04-12,113.80,116.00,112.80,115.55,1641800,54.357
2012-04-11,113.00,114.80,112.05,112.95,1021500,53.133
2012-04-10,113.40,114.90,111.50,114.25,1460000,53.745
2012-04-09,112.95,114.70,112.10,112.90,830100,53.11
2012-04-06,114.30,114.30,114.30,114.30,000,53.768
2012-04-05,114.30,114.30,114.30,114.30,000,53.768
2012-04-04,113.00,116.40,112.00,114.30,1838500,53.768
2012-04-03,116.70,116.70,113.55,113.95,2095100,53.604
2012-04-02,116.00,117.00,109.00,114.05,7402600,53.651
2012-03-30,116.50,120.25,116.50,119.00,4153700,55.979
2012-03-29,115.50,132.70,111.00,115.50,4260100,54.333
2012-03-28,116.70,119.00,114.15,114.90,1971300,54.051
2012-03-27,116.05,119.00,114.10,115.55,2649700,54.357
2012-03-26,119.80,120.85,111.85,114.65,3152500,53.933
2012-03-23,116.10,121.00,115.65,119.10,1632500,56.026
2012-03-22,117.10,119.75,115.10,115.90,3370500,54.521
2012-03-21,117.50,118.50,115.10,116.95,1498500,55.015
2012-03-20,114.85,118.85,114.80,116.30,2614700,54.709
2012-03-19,113.50,116.70,112.75,114.15,1260700,53.698
2012-03-16,115.00,116.55,111.10,113.30,1216300,53.298
2012-03-15,116.20,117.75,113.50,114.50,1009200,53.863
2012-03-14,120.00,120.90,115.65,117.05,1212400,55.062
2012-03-13,119.20,120.20,117.20,118.55,1959900,55.768
2012-03-12,114.30,119.50,114.30,118.00,1783900,55.509
2012-03-09,114.50,118.40,113.50,114.85,2270100,54.027
2012-03-08,111.60,111.60,111.60,111.60,000,52.498
2012-03-07,111.00,113.50,108.20,112.25,2794100,52.804
2012-03-06,119.50,122.90,113.10,113.90,2863300,53.58
2012-03-05,121.00,124.80,117.35,120.05,5036800,56.473
2012-03-02,113.40,121.75,109.15,120.15,7321500,56.52
2012-03-01,111.00,114.60,110.20,111.60,2029400,52.498
2012-02-29,113.25,117.05,108.75,112.10,2484600,52.734
2012-02-28,103.90,113.70,101.05,112.55,5327100,52.945
2012-02-27,110.90,110.90,102.55,103.90,1486900,48.876
2012-02-24,114.35,115.75,107.60,109.50,1355300,51.51
2012-02-23,113.15,115.60,110.65,112.90,1970300,53.11
2012-02-22,116.90,122.90,111.50,113.70,3878300,53.486
2012-02-21,119.50,121.20,116.50,117.20,2343400,55.133
2012-02-20,118.75,118.75,118.75,118.75,000,55.862
2012-02-17,121.00,124.05,111.50,118.75,2759200,55.862
2012-02-16,113.50,121.40,113.50,119.20,3266200,56.074
2012-02-15,120.00,120.70,114.55,115.70,3590400,54.427
2012-02-14,110.00,118.85,104.40,117.85,7839000,55.438
2012-02-13,109.90,112.00,106.60,109.15,3535200,51.346
2012-02-10,118.00,118.45,108.05,110.65,8015100,52.051
2012-02-09,120.00,120.00,115.00,117.40,2289700,55.227
2012-02-08,117.10,122.00,114.85,119.60,2399200,56.262
2012-02-07,123.50,123.50,115.70,116.65,1882900,54.874
2012-02-06,121.90,124.40,118.60,119.60,2796400,56.262
2012-02-03,115.65,121.00,114.10,120.40,2748300,56.638
2012-02-02,118.65,119.75,112.40,115.45,2177000,54.309
2012-02-01,115.55,118.70,113.15,117.45,2934300,55.25
2012-01-31,108.00,116.15,107.30,115.00,4130800,54.098
2012-01-30,115.80,115.80,106.30,107.40,1808200,50.523
2012-01-27,111.00,115.55,108.15,113.00,3744100,53.157
2012-01-26,110.20,110.20,110.20,110.20,000,51.84
2012-01-25,102.70,110.90,102.25,110.20,6936100,51.84
2012-01-24,99.95,103.00,99.60,101.65,1555100,47.818
2012-01-23,100.70,103.40,99.00,99.80,2097400,46.947
2012-01-20,97.65,103.40,97.50,99.95,5913000,47.018
2012-01-19,98.30,99.50,95.50,96.60,2683400,45.442
2012-01-18,103.60,103.60,97.10,97.80,2259200,46.007
2012-01-17,100.35,106.10,100.35,102.35,2720800,48.147
2012-01-16,107.25,107.25,103.50,104.70,1322600,49.252
2012-01-13,105.30,108.45,105.00,107.25,1278100,50.452
2012-01-12,108.10,108.50,104.00,105.10,1300400,49.441
2012-01-11,104.05,109.60,101.70,107.60,2978500,50.617
2012-01-10,99.55,102.10,96.70,101.05,2916600,47.535
2012-01-09,90.55,97.30,89.95,96.55,2553400,45.419
2012-01-06,92.00,93.45,89.55,89.80,1994700,42.243
2012-01-05,88.80,92.30,88.80,91.80,655800,43.184
2012-01-04,89.60,91.25,88.75,90.00,770700,42.337
2012-01-03,86.95,91.80,86.85,91.00,1263900,42.808
2012-01-02,85.90,87.00,85.40,86.25,528600,40.573
2011-12-30,84.45,86.05,84.45,85.15,1244300,40.056
2011-12-29,87.00,88.30,83.05,84.40,1860000,39.703
2011-12-28,88.75,88.80,86.70,87.35,515800,41.091
2011-12-27,90.00,90.85,87.60,88.85,637600,41.796
2011-12-26,88.20,91.10,88.05,89.85,826300,42.267
2011-12-23,89.90,90.20,87.55,87.95,912600,41.373
2011-12-22,90.95,94.85,85.50,88.40,3003000,41.585
2011-12-21,91.25,91.85,88.70,90.30,512900,42.479
2011-12-20,89.00,90.65,87.55,88.95,921800,41.843
2011-12-19,88.00,89.60,85.90,88.25,1222900,41.514
2011-12-16,93.00,94.00,88.40,89.45,2805200,42.079
2011-12-15,90.10,92.50,87.10,91.60,2449600,43.09
2011-12-14,93.90,95.40,90.90,91.45,2853000,43.019
2011-12-13,91.60,94.50,90.60,93.65,2149100,44.054
2011-12-12,91.00,93.15,90.30,91.50,2278600,43.043
2011-12-09,90.45,91.00,88.80,89.75,975400,42.22
2011-12-08,94.00,94.80,89.85,91.25,2604600,42.925
2011-12-07,96.30,98.30,93.50,94.55,3933100,44.478
2011-12-06,96.25,96.25,96.25,96.25,000,45.277
2011-12-05,93.45,97.00,92.05,96.25,2742100,45.277
2011-12-02,92.75,93.20,88.65,92.70,1916200,43.608
2011-12-01,92.80,94.55,91.00,92.60,2099000,43.56
2011-11-30,88.15,92.00,86.25,91.05,2329500,42.831
2011-11-29,90.25,92.30,88.55,89.40,3263400,42.055
2011-11-28,94.95,94.95,89.55,90.80,4923900,42.714
2011-11-25,90.50,94.05,88.90,92.75,2511400,43.631
2011-11-24,90.00,92.25,87.75,90.60,5550700,42.62
2011-11-23,83.20,91.45,83.20,90.10,4791100,42.384
2011-11-22,84.50,90.40,82.25,89.40,5463000,42.055
2011-11-21,82.80,85.80,81.70,83.75,5204000,39.397
2011-11-18,84.95,85.10,80.15,82.00,6118700,38.574
2011-11-17,91.25,93.30,84.20,85.10,4875000,40.032
2011-11-16,97.50,97.50,91.10,91.95,3835600,43.255
